$0;1542759677927000000;1.13;KIEKER;Davids-MBP.fritz.box;1;false;0;NANOSECONDS;0
$1;1542759677940000000;1539700256369220034;0;0;0;0
$2;1542759677940000000;1539700258615664858;0;1;0;0
$1;1542759677940000000;1539700258616853470;1;0;0;0
$2;1542759677940000000;1539700260854494832;1;1;0;0
$1;1542759677940000000;1539700260855278423;2;0;0;0
$2;1542759677940000000;1539700263640732283;2;1;0;0
$1;1542759677940000000;1539700263640807681;3;0;0;0
$2;1542759677940000000;1539700266420478360;3;1;0;0
$1;1542759677940000000;1539700266420537178;4;0;0;0
$2;1542759677940000000;1539700269203708161;4;1;0;0
$1;1542759677940000000;1539700269204263978;5;0;0;0
$2;1542759677940000000;1539700271993625531;5;1;0;0
$1;1542759677940000000;1539700271993707640;6;0;0;0
$2;1542759677940000000;1539700274782844577;6;1;0;0
$1;1542759677940000000;1539700274782912080;7;0;0;0
$2;1542759677940000000;1539700277565904239;7;1;0;0
$1;1542759677940000000;1539700277565966610;8;0;0;0
$2;1542759677940000000;1539700280344460915;8;1;0;0
$1;1542759677940000000;1539700280344517365;9;0;0;0
$2;1542759677940000000;1539700283123452612;9;1;0;0
$1;1542759677940000000;1539700283123529984;10;0;0;0
$2;1542759677940000000;1539700285908520400;10;1;0;0
$1;1542759677940000000;1539700285908595009;11;0;0;0
$2;1542759677940000000;1539700288701696088;11;1;0;0
$1;1542759677940000000;1539700288701993735;12;0;0;0
$2;1542759677940000000;1539700291517963446;12;1;0;0
$1;1542759677940000000;1539700291518073188;13;0;0;0
$2;1542759677940000000;1539700294379565020;13;1;0;0
$1;1542759677940000000;1539700294379928590;14;0;0;0
$2;1542759677940000000;1539700297174943844;14;1;0;0
$1;1542759677940000000;1539700297175012926;15;0;0;0
$2;1542759677940000000;1539700299956334870;15;1;0;0
$1;1542759677940000000;1539700299956402374;16;0;0;0
$2;1542759677940000000;1539700302743321569;16;1;0;0
$1;1542759677940000000;1539700302743653164;17;0;0;0
$2;1542759677940000000;1539700305528510152;17;1;0;0
$1;1542759677940000000;1539700305528833062;18;0;0;0
$2;1542759677940000000;1539700308308694408;18;1;0;0
$1;1542759677940000000;1539700308308750464;19;0;0;0
$2;1542759677940000000;1539700311094821722;19;1;0;0
$1;1542759677940000000;1539700311094896726;20;0;0;0
$2;1542759677940000000;1539700313882332657;20;1;0;0
$1;1542759677940000000;1539700313882426214;21;0;0;0
$2;1542759677940000000;1539700316663339585;21;1;0;0
$1;1542759677940000000;1539700316664126730;22;0;0;0
$2;1542759677940000000;1539700319445428147;22;1;0;0
$1;1542759677940000000;1539700319445507493;23;0;0;0
$2;1542759677940000000;1539700322228058314;23;1;0;0
$1;1542759677940000000;1539700322228123843;24;0;0;0
$2;1542759677940000000;1539700325014883951;24;1;0;0
$1;1542759677940000000;1539700325014989351;25;0;0;0
$2;1542759677940000000;1539700327805813476;25;1;0;0
$1;1542759677940000000;1539700327805891638;26;0;0;0
$2;1542759677940000000;1539700330590458085;26;1;0;0
$1;1542759677940000000;1539700330590693360;27;0;0;0
$2;1542759677940000000;1539700333371207238;27;1;0;0
$1;1542759677940000000;1539700333371282636;28;0;0;0
$2;1542759677940000000;1539700336150680538;28;1;0;0
$1;1542759677940000000;1539700336150752384;29;0;0;0
$2;1542759677940000000;1539700338937501044;29;1;0;0
$1;1542759677940000000;1539700338937575258;30;0;0;0
$2;1542759677940000000;1539700341719241825;30;1;0;0
$1;1542759677940000000;1539700341719315249;31;0;0;0
$2;1542759677940000000;1539700344510947441;31;1;0;0
$1;1542759677940000000;1539700344511020471;32;0;0;0
$2;1542759677940000000;1539700347287108735;32;1;0;0
$1;1542759677940000000;1539700347287224399;33;0;0;0
$2;1542759677940000000;1539700350075266675;33;1;0;0
$1;1542759677940000000;1539700350075333389;34;0;0;0
$2;1542759677940000000;1539700352855191182;34;1;0;0
$1;1542759677940000000;1539700352855264212;35;0;0;0
$2;1542759677940000000;1539700355638688629;35;1;0;0
$1;1542759677940000000;1539700355638754553;36;0;0;0
$2;1542759677940000000;1539700358442107851;36;1;0;0
$1;1542759677940000000;1539700358442208119;37;0;0;0
$2;1542759677940000000;1539700361224308918;37;1;0;0
$1;1542759677940000000;1539700361225201856;38;0;0;0
$2;1542759677940000000;1539700364007469242;38;1;0;0
$1;1542759677941000000;1539700364007575827;39;0;0;0
$2;1542759677941000000;1539700366792403602;39;1;0;0
$1;1542759677941000000;1539700366792476632;40;0;0;0
$2;1542759677941000000;1539700369577043869;40;1;0;0
$1;1542759677941000000;1539700369577108609;41;0;0;0
$2;1542759677941000000;1539700372354895904;41;1;0;0
$1;1542759677941000000;1539700372355157233;42;0;0;0
$2;1542759677941000000;1539700375160521025;42;1;0;0
$1;1542759677941000000;1539700375160595634;43;0;0;0
$2;1542759677941000000;1539700377942172591;43;1;0;0
$1;1542759677941000000;1539700377942249963;44;0;0;0
$2;1542759677941000000;1539700380727221430;44;1;0;0
$1;1542759677941000000;1539700380727472890;45;0;0;0
$2;1542759677941000000;1539700383506388794;45;1;0;0
$1;1542759677941000000;1539700383506811973;46;0;0;0
$2;1542759677941000000;1539700386282037695;46;1;0;0
$1;1542759677941000000;1539700386282100856;47;0;0;0
$2;1542759677941000000;1539700389093262039;47;1;0;0
$1;1542759677941000000;1539700389093324016;48;0;0;0
$2;1542759677941000000;1539700391870810508;48;1;0;0
$1;1542759677941000000;1539700391870891827;49;0;0;0
$2;1542759677941000000;1539700394650021690;49;1;0;0
