$0;1544449953304000000;1.13;KIEKER;b5f9a9735f34;1;false;0;NANOSECONDS;0
$1;1544449953992000000;session-0;52bbfe98-e2d9-4cea-8ed0-64c32343a1fd;_m1YuANJOEduQ7qbNANXHPw;_oro4gG3fEdy4YaaT-RYrLQ;1544449953985155141;1544449953985176645
$1;1544449954043000000;session-0;20f7c658-da3c-41ea-bb09-dfe932ff191b;_2GlXMNL-EdujoZKiiOMQBA;_oro4gG3fEdy4YaaT-RYrLQ;1544449953993829871;1544449954043045514
$2;1544449954045000000;session-0;20f7c658-da3c-41ea-bb09-dfe932ff191b;queryStockItem;{};52bbfe98-e2d9-4cea-8ed0-64c32343a1fd;_3isY0NJOEduQ7qbNANXHPw;1544449953993790659;1544449954043139582
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;0;0.86;0.12;0.0;0.0;0.0;0.98;0.0
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;1;0.94;0.04;0.0;0.0;0.0;0.98;0.0
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954510000000;1544449954510000000;b5f9a9735f34;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
$3;1544449954552000000;1544449954552000000;b5f9a9735f34;0;0.75;0.25;0.0;0.0;0.0;1.0;0.0
